#,名称,水分百分含量
1,E1,22.23442
2,E2,21.8827899999999
3,E3,32.9005299999999
4,E4,34.5023999999999
5,E5,34.4633299999999
6,E6,34.5023999999999
7,E7,34.15077
8,E8,33.6037899999999
9,E9,32.70518
10,E10,31.9628499999999
11,E11,31.02517
12,E12,30.86889
13,E13,27.82143
14,E14,27.70422
15,E15,23.1721
16,E16,22.11721
17,F1,30.00935
18,F2,32.6661099999999
19,F3,34.1117
20,F4,34.1117
21,F5,34.3070499999999
22,F6,34.3851899999999
23,F7,34.07263
24,F8,34.18984
25,F9,33.7991399999999
26,F10,33.36937
27,F11,33.05681
28,F12,32.62704
29,F13,32.0800599999999
30,F14,31.7675
31,F15,31.3377299999999
32,F16,30.90796
33,F17,30.5172599999999
34,F18,27.19631
35,F19,27.3525899999999
36,F20,24.50048
37,F21,21.8827899999999
38,F22,21.8046499999999
39,G1,34.73682
40,G2,34.65868
41,G3,34.5805399999999
42,G4,34.8931
43,G5,34.69775
44,G6,34.69775
45,G7,34.3851899999999
46,G8,34.3461199999999
47,G9,33.99449
48,G10,33.91635
49,G11,33.91635
50,G12,33.40844
51,G13,32.47076
52,G14,31.49401
53,G15,30.4000499999999
54,G16,30.08749
55,G17,29.54051
56,G18,28.8372499999999
57,G19,28.68097
58,G20,28.60283
59,G21,25.28188
60,G22,21.45302
61,H1,35.44008
62,H2,35.44008
63,H3,35.40101
64,H4,35.3619399999999
65,H5,35.2837999999999
66,H6,35.3228699999999
67,H7,35.2837999999999
68,H8,35.1275199999999
69,H9,34.5414699999999
70,H10,34.18984
71,H11,33.6037899999999
72,H12,33.29123
73,H13,32.7442499999999
74,H14,32.23634
75,H15,31.61122
76,H16,31.10331
77,H17,30.5953999999999
78,H18,29.8530699999999
79,H19,28.0949199999999
80,H20,23.71908
81,H21,22.23442
82,I1,36.0651999999999
83,I2,35.9479899999999
84,I3,35.9089199999999
85,I4,35.9089199999999
86,I5,35.8698499999999
87,I6,35.8307799999999
88,I7,35.75264
89,I8,35.3228699999999
90,I9,35.2056599999999
91,I10,35.1275199999999
92,I11,35.1665899999999
93,I12,35.08845
94,I13,34.81496
95,I14,34.3461199999999
96,I15,33.87728
97,I16,33.6037899999999
98,I17,33.21309
99,I18,32.9005299999999
100,I19,32.50983
101,I20,29.7749299999999
102,I21,29.30609
103,I22,29.14981
104,I23,26.96189
105,I24,23.87536
106,I25,21.53116
107,J1,36.1042699999999
108,J2,36.1042699999999
109,J3,35.9089199999999
110,J4,35.9479899999999
111,J5,35.9870599999999
112,J6,35.9089199999999
113,J7,35.8698499999999
114,J8,35.79171
115,J9,35.1665899999999
116,J10,35.2447299999999
117,J11,35.2837999999999
118,J12,35.2447299999999
119,J13,35.2447299999999
120,J14,35.2056599999999
121,J15,35.08845
122,J16,34.8931
123,J17,34.15077
124,J18,34.03356
125,J19,33.7600699999999
126,J20,33.5647199999999
127,J21,33.25216
128,J22,33.17402
129,J23,32.9395999999999
130,J24,32.35355
131,J25,32.1191299999999
132,J26,27.3135199999999
133,J27,25.32095
134,J28,23.21117
135,J29,23.05489
136,J30,22.5079099999999
137,K1,36.0651999999999
138,K2,36.1042699999999
139,K3,36.1042699999999
140,K4,36.1433399999999
141,K5,36.0261299999999
142,K6,36.0261299999999
143,K7,36.0261299999999
144,K8,35.8698499999999
145,K9,35.8307799999999
146,K10,35.47915
147,K11,35.1665899999999
148,K12,34.4633299999999
149,K13,34.3851899999999
150,K14,33.91635
151,K15,33.36937
152,K16,32.9395999999999
153,K17,32.50983
154,K18,32.1581999999999
155,K19,29.22795
156,K20,26.14142
157,K21,22.93768
