名称,r_mean,g_mean,b_mean,r_std,g_std,b_std
K7,0.5845585224423946,0.7789254207609385,0.9336681308671666,-0.01683497571662979,0.26397615723176815,0.8019498746440213
K8,0.34016122562096257,0.4879353967014485,0.4498696836442804,-0.046687188792940176,-0.03059565661168847,0.034710284806926554
K10,0.03380646801825471,0.3154097568831835,0.14902616511648634,-0.1671676316197367,-0.14155726928267787,-0.05115287498040581
K11,0.20234449152853995,0.338799787603643,0.18738050881261176,0.20609656719489144,-0.05712413181324208,0.013865650336914507
K12,0.013440026616468712,0.204967573260959,0.03255035465594722,-0.11447449956561959,-0.09302727742486405,-0.013599901974139824
K13,0.688278629918344,0.4156711557841061,0.029201544292301887,-0.15254296912070522,-0.10976609348365612,-0.2097924197334721
K14,0.7080157711644568,0.20023157530516347,-0.29278133965600334,0.025669848599302356,0.03604464922351373,0.08627719241100693
K15,0.5627618534140786,-0.014434781017730918,-0.6524383401953185,0.08350353925369343,0.04746307052915616,0.30916497805882515
K16,0.37940667169294345,-0.04104657905505806,-0.7330452521515003,0.4574780850559585,0.387828043067946,1.0700430753351315
K17,0.10777784086238193,-0.25207233830989195,-1.103324260563003,1.1946365244964945,1.0796144042251965,0.8874459710051061
K18,-0.07929593268773101,-0.4886789300606554,-1.1601755490020755,0.2836564700576389,-0.24480747959476187,-0.5253369411340717
K19,-0.4637411186989723,-0.8435566000136318,-1.1601232238401438,-0.13883305097174453,-0.30906858888970773,-0.5162276590047996
K20,0.3331817148034966,-0.53458911432602,-1.1542366431227984,-0.4436010556549232,-0.28587676792371525,-0.47759961583859795
K21,-0.05887228218088381,-0.8914642800154544,-1.162320880641286,-0.35768862136277857,-0.31702571688751197,-0.6217867262047359
